zhuo_manager | acordar_plan_conjunto_jefe | Acordar con tu jefe un plan conjunto para empezar
scott_radical_candor | revisar_critica_mujer_agresiva_cuatro_tacticas | Revisar una critica de demasiado agresiva a una mujer de tu equipo con las cuatro tacticas que el texto da, antes de darsela
scott_radical_candor | responder_critica_abrasiva_cuatro_reglas | Responder a una critica de que eres abrasiva con las cuatro reglas generales que el texto enumera, sin dejar de desafiar directamente
scott_radical_candor | entregar_evaluacion_formal_desempenio_nueve_consejos | Entregar bien una evaluacion formal de desempenio con los nueve consejos que el texto da, de no dar sorpresas a dejar la nota para el final
scott_radical_candor | impedir_punialadas_espalda_equipo | Impedir las punialadas por la espalda no escuchando a nadie hablar de un tercero, y ofreciendo la conversacion a tres en vivo
scott_radical_candor | fomentar_guia_reciproca_companieros | Fomentar la guia entre pares con el premio nominado y la metedura de pata contada por uno mismo, y no con una herramienta que la sustituya
scott_radical_candor | conducir_reuniones_salto_nivel_diez_reglas | Conducir reuniones de salto de nivel con el equipo de cada persona a tu cargo, siguiendo las diez reglas generales que el texto da
scott_radical_candor | resolver_dudas_frecuentes_reuniones_salto_nivel | Resolver las cuatro dudas mas frecuentes de una reunion de salto de nivel: el equipo que ya no cree en su jefe, los que no hablan, los que no callan y el equilibrio
scott_radical_candor | desplegar_tres_conversaciones_carrera | Desplegar con tu equipo la serie de tres conversaciones de carrera, con su cadencia y su encargo de ensenarlas a tus jefes
scott_radical_candor | conversar_historia_vida_descubrir_motivadores | Conversar la historia de vida de cada persona a tu cargo para descubrir que la motiva, que es la primera de las tres conversaciones de carrera
scott_radical_candor | conversar_suenios_cruzar_habilidades | Conversar los suenios de cada persona a tu cargo y cruzarlos con sus habilidades en un cuadro, que es la segunda de las tres conversaciones de carrera
scott_radical_candor | trazar_plan_dieciocho_meses_aprendizaje | Trazar con cada persona a tu cargo su plan de dieciocho meses de aprendizaje hacia sus suenios, que es la tercera de las tres conversaciones de carrera
scott_radical_candor | armar_plan_anual_crecimiento_equipo | Armar una vez al anio el plan de gestion del crecimiento de cada persona del equipo, desde poner los nombres en las casillas hasta comprobar la equidad entre niveles
scott_radical_candor | montar_proceso_contratacion_reducir_sesgo | Montar un proceso de contratacion tan rigido como se pueda sin volverse gravoso, con las practicas que el texto nombra para manejar el sesgo
scott_radical_candor | facilitar_despido_tres_cosas | Facilitar un despido con las tres cosas que el texto cuenta, situandolo entre los dos errores opuestos de la empresa que despide demasiado facil y la que lo hace casi imposible
scott_radical_candor | admitir_pronto_mal_desempenio_cuatro_razones | Admitir pronto que alguien de tu equipo empieza a rendir por debajo, con las cuatro razones que el texto numera para no esperar
scott_radical_candor | calibrar_decision_despido_documentarla | Calibrar la decision de despido con tu jefe, tus iguales y recursos humanos, y documentarla haciendo que alguien con experiencia edite lo que escribes
scott_radical_candor | sopesar_consejo_legal_despedir_humildad | Sopesar el consejo legal contra el riesgo de seguirlo y despedir con humildad, que es la tercera de las tres cosas que facilitan un despido
scott_radical_candor | contactar_despedido_mes_despues | Contactar a la persona que despediste un mes despues, sin insistir si no contesta, que es la coda fuera de la serie de tres
scott_radical_candor | calibrar_ascensos_evitar_politica | Calibrar los ascensos con tus iguales y conducir esa reunion sin que la politica la arruine, con los consejos que el texto da
scott_radical_candor | evitar_obsesion_ascenso_estatus | Evitar que el ascenso y el estatus se conviertan en obsesion cuando vas a anunciar ascensos o a elogiar en publico
scott_radical_candor | reconocer_excelencia_trayectoria_gradual | Reconocer a quien hace un trabajo excelente en trayectoria gradual y se siente invisible, sacandola del anonimato sin ascenderla
scott_radical_candor | desplegar_plan_orden_operaciones_franqueza_radical | Desplegar en tu equipo el plan de franqueza radical por el orden de operaciones que el texto pone, etapa a etapa y con su parada de evaluacion en medio
scott_radical_candor | contar_historias_propias_explicar_franqueza_radical | Contar a tu equipo tus propias historias para explicarle la franqueza radical, en vez de prestarle la teoria o las historias de otro
scott_radical_candor | mejorar_consciencia_propia_relacional_dos_practicas | Mejorar tu consciencia de ti mismo y tu consciencia de la relacion con las dos practicas que el texto desarrolla, porque en la franqueza radical el hilo comun siempre eres tu
scott_radical_candor | contar_cuatro_historias_propias_ver_hueco_intencion | Contar tus cuatro historias propias del marco de la franqueza radical para ver el hueco entre lo que pretendes y el impacto que tienes, y compartirlas con tu equipo
scott_radical_candor | practicar_triangulo_critica_tres_papeles | Practicar el triangulo de la critica en grupos de tres para ver el impacto real de tus palabras, con quien da, quien recibe y quien observa
scott_radical_candor | pedir_critica_primero_crear_seguridad_psicologica | Pedir critica tu antes que nada, que es el primer paso del orden de operaciones, porque es lo que mas deprisa crea la seguridad psicologica del equipo
scott_radical_candor | elegir_pregunta_recurrente_pedir_critica | Elegir tus preguntas recurrentes para pedir critica, con los cuatro atributos que el texto da y la prueba de campo con un companiero de confianza
scott_radical_candor | resolver_dudas_frecuentes_pedir_critica | Resolver las dudas frecuentes que aparecen al empezar a pedir critica, con la respuesta que el texto da a cada una
scott_radical_candor | abrazar_incomodidad_silencio_contar_seis | Abrazar la incomodidad del silencio despues de pedir critica, aguantandolo mientras cuentas hasta seis en tu cabeza
scott_radical_candor | escuchar_entender_critica_dominar_defensa | Escuchar la critica con intencion de entender y no de responder, dominando tu propia defensa con la practica de escuchar tres minutos sin interrumpir
scott_radical_candor | premiar_franqueza_hacer_escucha_tangible | Premiar la franqueza de quien te critica haciendo tangible tu escucha, con la lista de las criticas recibidas y lo que has hecho con ellas contado en publico
scott_radical_candor | integrar_peticion_critica_rutina_existente | Integrar la peticion de critica en la rutina que ya tienes, al final de tus reuniones a solas, para que deje de depender de tu acordarte
scott_radical_candor | dar_elogio_disciplina_igual_critica | Dar elogio con la misma disciplina que pones en la critica, comprobando los hechos antes y diciendolo concreto, porque el elogio es el acelerador y la critica el freno
scott_radical_candor | medir_critica_respuesta_oyente_brujula | Medir tu critica en la respuesta de quien la oye, usando el marco de la franqueza radical como brujula para decidir si toca importarte mas o desafiar mas claro
scott_radical_candor | montar_equipo_gestion_desempenio_revisar_sistema | Montar el equipo de gestion del desempenio y arrancar la revision del sistema, con los seis rotulos que el texto pone uno a uno
scott_radical_candor | recorrer_trece_elementos_proceso_evaluacion_formal | Recorrer los trece elementos que el texto nombra para disenar un proceso formal de evaluacion de desempenio, sabiendo que no hay talla unica
scott_radical_candor | decidir_poner_nota_comunicar_proposito_limites | Decidir si pones nota de desempenio pesando las pegas y los beneficios que el texto nombra, y comunicar su proposito y sus limites si la pones
scott_radical_candor | elegir_categorias_nota_palabras_propias_empresa | Elegir tres o cuatro categorias de nota y expresarlas con las palabras de tu empresa, con las cuatro genericas que el texto pone de ejemplo
scott_radical_candor | escribir_escaleras_puesto_evitar_dos_extremos | Escribir las escaleras de puesto evitando los dos extremos que el texto nombra, con los operativos redactando y recursos humanos editando
scott_radical_candor | fijar_cuatro_notas_calcular_nota_global | Fijar cuatro notas en vez de mas o menos, y calcular la nota global sin promediar las categorias
scott_radical_candor | elegir_palabras_nota_definirlas_empresa_entera | Elegir palabras y no numeros para la nota, y definir cada una en dos o tres frases para la empresa entera
scott_radical_candor | aplicar_consecuencias_nota_apoyar_fuerzas_persona | Aplicar las consecuencias de la nota sin dejar que la persona se hunda en lo negativo, apoyandose en sus fuerzas y con el plan que la nota mas baja obliga a abrir
scott_radical_candor | repartir_notas_publicar_reparto_esperado | Repartir las notas sin una distribucion rigida y publicar el reparto que esperas, para que la calibracion no se vuelva opaca
scott_radical_candor | presionar_curva_notas_evitar_forzarla | No forzar la curva de notas pero presionarla, con las cuatro cosas que el texto recomienda hacer en su lugar
scott_radical_candor | calibrar_notas_reunion_jefes_pares | Calibrar las notas en una reunion de jefes pares, forzando la conversacion dura en vez de ajustar las notas tu, y mirar el reparto por nivel
scott_radical_candor | evaluar_desempenio_dos_veces_anio | Evaluar el desempenio dos veces al anio, una ligera y oral y otra escrita, sin confundir la frecuencia de la nota con la del desarrollo
scott_radical_candor | montar_evaluacion_360_grados_ligera_pares | Montar un proceso de evaluacion de trescientos sesenta grados en vez de fiarte del juicio unilateral del jefe, y hacerlo ligero para quien escribe
scott_radical_candor | hacer_critica_pares_transparente_ensenar_escribirla | Hacer transparente la critica entre pares en vez de confidencial, extenderla a toda la plantilla y ensenar a escribirla
scott_radical_candor | mantener_proceso_evaluacion_ligero_vigilar_crecimiento | Mantener ligero el proceso de evaluacion vigilando activamente cuanto tiempo se come, con la herramienta ligera que el texto describe
